# schedule_id	doctor_id	work_date	time_slot	max_appt	max_onsite	status
SCH2026050706111100	A0006	2026-05-07	上午(08:00-12:00	20	10	正常
SCH2026050614000002	G0002	2026-05-06	下午(14:00-18:0	17	5	正常
SCH2026050708000002	G0002	2026-05-07	上午(08:00-12:0	21	7	正常
SCH2026050714000002	G0002	2026-05-07	下午(14:00-18:0	16	10	正常
SCH2026050808000002	G0002	2026-05-08	上午(08:00-12:0	24	5	正常
SCH2026050814000002	G0002	2026-05-08	下午(14:00-18:0	25	9	正常
SCH2026050908000002	G0002	2026-05-09	上午(08:00-12:0	10	7	正常
SCH2026050914000002	G0002	2026-05-09	下午(14:00-18:0	15	10	正常
SCH2026051008000002	G0002	2026-05-10	上午(08:00-12:0	11	6	正常
SCH2026051014000002	G0002	2026-05-10	下午(14:00-18:0	11	10	正常
SCH2026051108000002	G0002	2026-05-11	上午(08:00-12:0	22	8	正常
SCH2026051114000002	G0002	2026-05-11	下午(14:00-18:0	16	6	正常
SCH2026050508000002	G0003	2026-05-05	上午(08:00-12:0	20	8	正常
SCH2026050514000002	G0003	2026-05-05	下午(14:00-18:0	11	8	正常
SCH2026050608000002	G0003	2026-05-06	上午(08:00-12:0	13	9	正常
SCH2026050614000002	G0003	2026-05-06	下午(14:00-18:0	10	8	正常
SCH2026050708000002	G0003	2026-05-07	上午(08:00-12:0	15	10	正常
SCH2026050714000002	G0003	2026-05-07	下午(14:00-18:0	14	7	正常
SCH2026050808000002	G0003	2026-05-08	上午(08:00-12:0	13	7	正常
SCH2026050814000002	G0003	2026-05-08	下午(14:00-18:0	23	9	正常
SCH2026050908000002	G0003	2026-05-09	上午(08:00-12:0	14	7	正常
SCH2026050914000002	G0003	2026-05-09	下午(14:00-18:0	16	5	正常
SCH2026051008000002	G0003	2026-05-10	上午(08:00-12:0	20	8	停诊
SCH2026051014000002	G0003	2026-05-10	下午(14:00-18:0	15	5	正常
SCH2026051108000002	G0003	2026-05-11	上午(08:00-12:0	20	6	正常
SCH2026051114000002	G0003	2026-05-11	下午(14:00-18:0	13	10	停诊
SCH2026050508000002	G0004	2026-05-05	上午(08:00-12:0	25	7	正常
SCH2026050514000002	G0004	2026-05-05	下午(14:00-18:0	25	10	正常
SCH2026050608000002	G0004	2026-05-06	上午(08:00-12:0	23	10	正常
SCH2026050614000002	G0004	2026-05-06	下午(14:00-18:0	14	9	正常
SCH2026050708000002	G0004	2026-05-07	上午(08:00-12:0	15	6	正常
SCH2026050714000002	G0004	2026-05-07	下午(14:00-18:0	24	6	正常
SCH2026050808000002	G0004	2026-05-08	上午(08:00-12:0	23	10	正常
SCH2026050814000002	G0004	2026-05-08	下午(14:00-18:0	17	7	正常
SCH2026050908000002	G0004	2026-05-09	上午(08:00-12:0	17	7	正常
SCH2026050914000002	G0004	2026-05-09	下午(14:00-18:0	17	6	正常
SCH2026051008000002	G0004	2026-05-10	上午(08:00-12:0	15	7	正常
SCH2026051014000002	G0004	2026-05-10	下午(14:00-18:0	23	5	正常
SCH2026051108000002	G0004	2026-05-11	上午(08:00-12:0	22	5	正常
SCH2026051114000002	G0004	2026-05-11	下午(14:00-18:0	16	10	正常
SCH2026050508000002	G0005	2026-05-05	上午(08:00-12:0	15	10	正常
SCH2026050514000002	G0005	2026-05-05	下午(14:00-18:0	11	10	正常
SCH2026050608000002	G0005	2026-05-06	上午(08:00-12:0	23	6	正常
SCH2026050614000002	G0005	2026-05-06	下午(14:00-18:0	10	8	正常
SCH2026050708000002	G0005	2026-05-07	上午(08:00-12:0	11	10	正常
SCH2026050714000002	G0005	2026-05-07	下午(14:00-18:0	24	8	正常
SCH2026050808000002	G0005	2026-05-08	上午(08:00-12:0	22	5	正常
SCH2026050814000002	G0005	2026-05-08	下午(14:00-18:0	19	8	正常
SCH2026050908000002	G0005	2026-05-09	上午(08:00-12:0	10	6	正常
SCH2026050914000002	G0005	2026-05-09	下午(14:00-18:0	20	5	正常
SCH2026051008000002	G0005	2026-05-10	上午(08:00-12:0	20	9	正常
SCH2026051014000002	G0005	2026-05-10	下午(14:00-18:0	12	8	正常
SCH2026051108000002	G0005	2026-05-11	上午(08:00-12:0	16	9	正常
SCH2026051114000002	G0005	2026-05-11	下午(14:00-18:0	22	7	正常
SCH2026050508000002	H0001	2026-05-05	上午(08:00-12:0	12	10	正常
SCH2026050514000002	H0001	2026-05-05	下午(14:00-18:0	23	9	正常
SCH2026050608000002	H0001	2026-05-06	上午(08:00-12:0	25	6	正常
SCH2026050614000002	H0001	2026-05-06	下午(14:00-18:0	25	9	正常
SCH2026050708000002	H0001	2026-05-07	上午(08:00-12:0	15	7	停诊
SCH2026050714000002	H0001	2026-05-07	下午(14:00-18:0	12	10	正常
SCH2026050808000002	H0001	2026-05-08	上午(08:00-12:0	19	10	正常
SCH2026050814000002	H0001	2026-05-08	下午(14:00-18:0	14	9	正常
SCH2026050908000002	H0001	2026-05-09	上午(08:00-12:0	23	10	停诊
SCH2026050914000002	H0001	2026-05-09	下午(14:00-18:0	22	5	正常
SCH2026051008000002	H0001	2026-05-10	上午(08:00-12:0	22	6	正常
SCH2026051014000002	H0001	2026-05-10	下午(14:00-18:0	19	5	正常
SCH2026051108000002	H0001	2026-05-11	上午(08:00-12:0	17	10	正常
SCH2026051114000002	H0001	2026-05-11	下午(14:00-18:0	16	6	正常
SCH2026050508000003	H0002	2026-05-05	上午(08:00-12:0	10	8	正常
SCH2026050514000003	H0002	2026-05-05	下午(14:00-18:0	11	7	正常
SCH2026050608000003	H0002	2026-05-06	上午(08:00-12:0	12	9	正常
SCH2026050614000003	H0002	2026-05-06	下午(14:00-18:0	22	8	正常
SCH2026050708000003	H0002	2026-05-07	上午(08:00-12:0	24	6	正常
SCH2026050714000003	H0002	2026-05-07	下午(14:00-18:0	10	7	正常
SCH2026050808000003	H0002	2026-05-08	上午(08:00-12:0	20	5	停诊
SCH2026050814000003	H0002	2026-05-08	下午(14:00-18:0	22	5	正常
SCH2026050908000003	H0002	2026-05-09	上午(08:00-12:0	21	10	正常
SCH2026050914000003	H0002	2026-05-09	下午(14:00-18:0	22	6	正常
SCH2026051008000003	H0002	2026-05-10	上午(08:00-12:0	17	9	停诊
SCH2026051014000003	H0002	2026-05-10	下午(14:00-18:0	11	5	正常
SCH2026051108000003	H0002	2026-05-11	上午(08:00-12:0	24	9	正常
SCH2026051114000003	H0002	2026-05-11	下午(14:00-18:0	16	5	正常
SCH2026050508000003	H0003	2026-05-05	上午(08:00-12:0	13	10	正常
SCH2026050514000003	H0003	2026-05-05	下午(14:00-18:0	24	5	正常
SCH2026050608000003	H0003	2026-05-06	上午(08:00-12:0	23	6	正常
SCH2026050614000003	H0003	2026-05-06	下午(14:00-18:0	19	5	正常
SCH2026050708000003	H0003	2026-05-07	上午(08:00-12:0	20	5	正常
SCH2026050714000003	H0003	2026-05-07	下午(14:00-18:0	25	7	正常
SCH2026050808000003	H0003	2026-05-08	上午(08:00-12:0	13	9	正常
SCH2026050814000003	H0003	2026-05-08	下午(14:00-18:0	20	5	正常
SCH2026050908000003	H0003	2026-05-09	上午(08:00-12:0	18	7	正常
SCH2026050914000003	H0003	2026-05-09	下午(14:00-18:0	10	10	正常
SCH2026051008000003	H0003	2026-05-10	上午(08:00-12:0	19	7	正常
SCH2026051014000003	H0003	2026-05-10	下午(14:00-18:0	17	10	正常
SCH2026051108000003	H0003	2026-05-11	上午(08:00-12:0	24	6	正常
SCH2026051114000003	H0003	2026-05-11	下午(14:00-18:0	21	7	正常
SCH2026050508000003	H0004	2026-05-05	上午(08:00-12:0	20	7	正常
SCH2026050514000003	H0004	2026-05-05	下午(14:00-18:0	24	9	正常
SCH2026050608000003	H0004	2026-05-06	上午(08:00-12:0	12	5	正常
SCH2026050614000003	H0004	2026-05-06	下午(14:00-18:0	24	8	正常
SCH2026050708000003	H0004	2026-05-07	上午(08:00-12:0	21	10	正常
SCH2026050714000003	H0004	2026-05-07	下午(14:00-18:0	19	5	正常
SCH2026050808000003	H0004	2026-05-08	上午(08:00-12:0	19	6	正常
SCH2026050814000003	H0004	2026-05-08	下午(14:00-18:0	15	7	正常
SCH2026050908000003	H0004	2026-05-09	上午(08:00-12:0	19	6	正常
SCH2026050914000003	H0004	2026-05-09	下午(14:00-18:0	19	9	正常
SCH2026051008000003	H0004	2026-05-10	上午(08:00-12:0	19	5	正常
SCH2026051014000003	H0004	2026-05-10	下午(14:00-18:0	13	6	正常
SCH2026051108000003	H0004	2026-05-11	上午(08:00-12:0	18	9	正常
SCH2026051114000003	H0004	2026-05-11	下午(14:00-18:0	16	8	正常
SCH2026050508000003	H0005	2026-05-05	上午(08:00-12:0	18	8	正常
SCH2026050514000003	H0005	2026-05-05	下午(14:00-18:0	25	8	正常
SCH2026050608000003	H0005	2026-05-06	上午(08:00-12:0	12	9	正常
SCH2026050614000003	H0005	2026-05-06	下午(14:00-18:0	15	10	正常
SCH2026050708000003	H0005	2026-05-07	上午(08:00-12:0	22	10	正常
SCH2026050714000003	H0005	2026-05-07	下午(14:00-18:0	25	8	正常
SCH2026050808000003	H0005	2026-05-08	上午(08:00-12:0	14	7	正常
SCH2026050814000003	H0005	2026-05-08	下午(14:00-18:0	14	9	正常
SCH2026050908000003	H0005	2026-05-09	上午(08:00-12:0	24	8	正常
SCH2026050914000003	H0005	2026-05-09	下午(14:00-18:0	16	9	正常
SCH2026051008000003	H0005	2026-05-10	上午(08:00-12:0	22	9	正常
SCH2026051014000003	H0005	2026-05-10	下午(14:00-18:0	20	5	正常
SCH2026051108000003	H0005	2026-05-11	上午(08:00-12:0	15	8	正常
SCH2026051114000003	H0005	2026-05-11	下午(14:00-18:0	22	7	正常
SCH2026050508000003	I0001	2026-05-05	上午(08:00-12:0	21	9	正常
SCH2026050514000003	I0001	2026-05-05	下午(14:00-18:0	15	9	正常
SCH2026050608000003	I0001	2026-05-06	上午(08:00-12:0	14	7	正常
SCH2026050614000003	I0001	2026-05-06	下午(14:00-18:0	10	6	正常
SCH2026050708000003	I0001	2026-05-07	上午(08:00-12:0	15	10	正常
SCH2026050714000003	I0001	2026-05-07	下午(14:00-18:0	17	6	正常
SCH2026050808000003	I0001	2026-05-08	上午(08:00-12:0	14	10	正常
SCH2026050814000003	I0001	2026-05-08	下午(14:00-18:0	13	8	正常
SCH2026050908000003	I0001	2026-05-09	上午(08:00-12:0	13	7	正常
SCH2026050914000003	I0001	2026-05-09	下午(14:00-18:0	15	9	正常
SCH2026051008000003	I0001	2026-05-10	上午(08:00-12:0	15	9	正常
SCH2026051014000003	I0001	2026-05-10	下午(14:00-18:0	19	10	正常
SCH2026051108000003	I0001	2026-05-11	上午(08:00-12:0	13	5	正常
SCH2026051114000003	I0001	2026-05-11	下午(14:00-18:0	17	8	正常
SCH2026050508000003	I0002	2026-05-05	上午(08:00-12:0	11	6	正常
SCH2026050514000003	I0002	2026-05-05	下午(14:00-18:0	16	10	正常
SCH2026050608000003	I0002	2026-05-06	上午(08:00-12:0	12	10	正常
SCH2026050614000003	I0002	2026-05-06	下午(14:00-18:0	21	7	正常
SCH2026050708000003	I0002	2026-05-07	上午(08:00-12:0	15	10	正常
SCH2026050714000003	I0002	2026-05-07	下午(14:00-18:0	20	10	正常
SCH2026050808000003	I0002	2026-05-08	上午(08:00-12:0	22	8	正常
SCH2026050814000003	I0002	2026-05-08	下午(14:00-18:0	21	6	正常
SCH2026050908000003	I0002	2026-05-09	上午(08:00-12:0	13	6	正常
SCH2026050914000003	I0002	2026-05-09	下午(14:00-18:0	11	5	正常
SCH2026051008000003	I0002	2026-05-10	上午(08:00-12:0	24	6	正常
SCH2026051014000003	I0002	2026-05-10	下午(14:00-18:0	24	6	正常
SCH2026051108000003	I0002	2026-05-11	上午(08:00-12:0	15	10	正常
SCH2026051114000003	I0002	2026-05-11	下午(14:00-18:0	19	6	正常
SCH2026050508000003	J0001	2026-05-05	上午(08:00-12:0	19	9	正常
SCH2026050514000003	J0001	2026-05-05	下午(14:00-18:0	20	9	正常
SCH2026050608000003	J0001	2026-05-06	上午(08:00-12:0	12	8	正常
SCH2026050614000003	J0001	2026-05-06	下午(14:00-18:0	25	6	正常
SCH2026050708000003	J0001	2026-05-07	上午(08:00-12:0	11	7	正常
SCH2026050714000003	J0001	2026-05-07	下午(14:00-18:0	20	8	正常
SCH2026050808000003	J0001	2026-05-08	上午(08:00-12:0	20	10	正常
SCH2026050814000003	J0001	2026-05-08	下午(14:00-18:0	18	5	正常
SCH2026050908000003	J0001	2026-05-09	上午(08:00-12:0	18	6	正常
SCH2026050914000003	J0001	2026-05-09	下午(14:00-18:0	10	7	正常
SCH2026051008000003	J0001	2026-05-10	上午(08:00-12:0	24	5	正常
SCH2026051014000003	J0001	2026-05-10	下午(14:00-18:0	15	5	正常
SCH2026051108000003	J0001	2026-05-11	上午(08:00-12:0	10	8	正常
SCH2026051114000003	J0001	2026-05-11	下午(14:00-18:0	24	8	正常
SCH2026050508000003	J0002	2026-05-05	上午(08:00-12:0	20	9	正常
SCH2026050514000003	J0002	2026-05-05	下午(14:00-18:0	10	5	正常
SCH2026050608000003	J0002	2026-05-06	上午(08:00-12:0	18	6	正常
SCH2026050614000003	J0002	2026-05-06	下午(14:00-18:0	21	6	正常
SCH2026050708000003	J0002	2026-05-07	上午(08:00-12:0	11	9	正常
SCH2026050714000003	J0002	2026-05-07	下午(14:00-18:0	17	10	正常
SCH2026050808000003	J0002	2026-05-08	上午(08:00-12:0	14	5	正常
SCH2026050814000003	J0002	2026-05-08	下午(14:00-18:0	17	6	正常
SCH2026050908000003	J0002	2026-05-09	上午(08:00-12:0	16	9	正常
SCH2026050914000003	J0002	2026-05-09	下午(14:00-18:0	18	5	正常
SCH2026051008000003	J0002	2026-05-10	上午(08:00-12:0	10	8	正常
SCH2026051014000003	J0002	2026-05-10	下午(14:00-18:0	13	10	停诊
SCH2026051108000003	J0002	2026-05-11	上午(08:00-12:0	23	5	正常
SCH2026051114000003	J0002	2026-05-11	下午(14:00-18:0	18	5	正常
SCH2026050508000003	J0003	2026-05-05	上午(08:00-12:0	13	6	正常
SCH2026050514000003	J0003	2026-05-05	下午(14:00-18:0	20	7	正常
SCH2026050608000003	J0003	2026-05-06	上午(08:00-12:0	19	8	正常
SCH2026050614000003	J0003	2026-05-06	下午(14:00-18:0	14	9	正常
SCH2026050708000003	J0003	2026-05-07	上午(08:00-12:0	21	6	正常
SCH2026050714000003	J0003	2026-05-07	下午(14:00-18:0	24	9	正常
SCH2026050808000003	J0003	2026-05-08	上午(08:00-12:0	12	9	正常
SCH2026050814000003	J0003	2026-05-08	下午(14:00-18:0	21	7	正常
SCH2026050908000003	J0003	2026-05-09	上午(08:00-12:0	18	10	正常
SCH2026050914000003	J0003	2026-05-09	下午(14:00-18:0	13	10	正常
SCH2026051008000003	J0003	2026-05-10	上午(08:00-12:0	24	5	正常
SCH2026051014000003	J0003	2026-05-10	下午(14:00-18:0	10	6	正常
SCH2026051108000003	J0003	2026-05-11	上午(08:00-12:0	25	8	正常
SCH2026051114000003	J0003	2026-05-11	下午(14:00-18:0	21	6	正常
SCH2026050508000003	K0001	2026-05-05	上午(08:00-12:0	25	10	正常
SCH2026050514000003	K0001	2026-05-05	下午(14:00-18:0	10	5	正常
SCH2026050608000003	K0001	2026-05-06	上午(08:00-12:0	20	7	正常
SCH2026050614000003	K0001	2026-05-06	下午(14:00-18:0	12	8	正常
SCH2026050708000003	K0001	2026-05-07	上午(08:00-12:0	17	9	正常
SCH2026050714000003	K0001	2026-05-07	下午(14:00-18:0	24	7	正常
SCH2026050808000003	K0001	2026-05-08	上午(08:00-12:0	20	5	正常
SCH2026050814000003	K0001	2026-05-08	下午(14:00-18:0	23	10	正常
SCH2026050908000003	K0001	2026-05-09	上午(08:00-12:0	12	10	正常
SCH2026050914000003	K0001	2026-05-09	下午(14:00-18:0	12	5	停诊
SCH2026051008000003	K0001	2026-05-10	上午(08:00-12:0	12	9	正常
SCH2026051014000003	K0001	2026-05-10	下午(14:00-18:0	14	5	正常
SCH2026051108000003	K0001	2026-05-11	上午(08:00-12:0	19	9	正常
SCH2026051114000003	K0001	2026-05-11	下午(14:00-18:0	14	10	正常
SCH2026050508000004	K0002	2026-05-05	上午(08:00-12:0	10	8	正常
SCH2026050514000004	K0002	2026-05-05	下午(14:00-18:0	15	6	正常
SCH2026050608000004	K0002	2026-05-06	上午(08:00-12:0	15	7	正常
SCH2026050614000004	K0002	2026-05-06	下午(14:00-18:0	14	5	正常
SCH2026050708000004	K0002	2026-05-07	上午(08:00-12:0	21	7	正常
SCH2026050714000004	K0002	2026-05-07	下午(14:00-18:0	10	9	正常
SCH2026050808000004	K0002	2026-05-08	上午(08:00-12:0	21	7	停诊
SCH2026050814000004	K0002	2026-05-08	下午(14:00-18:0	11	8	正常
SCH2026050908000004	K0002	2026-05-09	上午(08:00-12:0	21	9	停诊
SCH2026050914000004	K0002	2026-05-09	下午(14:00-18:0	12	9	正常
SCH2026051008000004	K0002	2026-05-10	上午(08:00-12:0	22	9	正常
SCH2026051014000004	K0002	2026-05-10	下午(14:00-18:0	12	6	正常
SCH2026051108000004	K0002	2026-05-11	上午(08:00-12:0	21	8	正常
SCH2026051114000004	K0002	2026-05-11	下午(14:00-18:0	16	10	正常
SCH2026050508000004	K0003	2026-05-05	上午(08:00-12:0	24	10	正常
SCH2026050514000004	K0003	2026-05-05	下午(14:00-18:0	12	8	正常
SCH2026050608000004	K0003	2026-05-06	上午(08:00-12:0	10	7	正常
SCH2026050614000004	K0003	2026-05-06	下午(14:00-18:0	19	9	正常
SCH2026050708000004	K0003	2026-05-07	上午(08:00-12:0	10	6	正常
SCH2026050714000004	K0003	2026-05-07	下午(14:00-18:0	17	6	正常
SCH2026050808000004	K0003	2026-05-08	上午(08:00-12:0	20	7	正常
SCH2026050814000004	K0003	2026-05-08	下午(14:00-18:0	14	9	正常
SCH2026050908000004	K0003	2026-05-09	上午(08:00-12:0	21	7	正常
SCH2026050914000004	K0003	2026-05-09	下午(14:00-18:0	19	10	正常
SCH2026051008000004	K0003	2026-05-10	上午(08:00-12:0	24	7	正常
SCH2026051014000004	K0003	2026-05-10	下午(14:00-18:0	24	6	正常
SCH2026051108000004	K0003	2026-05-11	上午(08:00-12:0	12	7	正常
SCH2026051114000004	K0003	2026-05-11	下午(14:00-18:0	14	5	正常
SCH2026050508000004	K0004	2026-05-05	上午(08:00-12:0	22	8	正常
SCH2026050514000004	K0004	2026-05-05	下午(14:00-18:0	21	5	正常
SCH2026050608000004	K0004	2026-05-06	上午(08:00-12:0	24	6	正常
SCH2026050614000004	K0004	2026-05-06	下午(14:00-18:0	10	7	正常
SCH2026050708000004	K0004	2026-05-07	上午(08:00-12:0	21	5	停诊
SCH2026050714000004	K0004	2026-05-07	下午(14:00-18:0	18	7	正常
SCH2026050808000004	K0004	2026-05-08	上午(08:00-12:0	23	10	正常
SCH2026050814000004	K0004	2026-05-08	下午(14:00-18:0	10	5	正常
SCH2026050908000004	K0004	2026-05-09	上午(08:00-12:0	12	7	正常
SCH2026050914000004	K0004	2026-05-09	下午(14:00-18:0	19	8	正常
SCH2026051008000004	K0004	2026-05-10	上午(08:00-12:0	15	7	正常
SCH2026051014000004	K0004	2026-05-10	下午(14:00-18:0	14	10	正常
SCH2026051108000004	K0004	2026-05-11	上午(08:00-12:0	22	8	正常
SCH2026051114000004	K0004	2026-05-11	下午(14:00-18:0	20	7	正常
SCH2026050508000004	K0005	2026-05-05	上午(08:00-12:0	13	8	正常
SCH2026050514000004	K0005	2026-05-05	下午(14:00-18:0	11	6	正常
SCH2026050608000004	K0005	2026-05-06	上午(08:00-12:0	20	6	正常
SCH2026050614000004	K0005	2026-05-06	下午(14:00-18:0	24	8	正常
SCH2026050708000004	K0005	2026-05-07	上午(08:00-12:0	23	6	正常
SCH2026050714000004	K0005	2026-05-07	下午(14:00-18:0	19	10	正常
SCH2026050808000004	K0005	2026-05-08	上午(08:00-12:0	13	9	正常
SCH2026050814000004	K0005	2026-05-08	下午(14:00-18:0	24	9	正常
SCH2026050908000004	K0005	2026-05-09	上午(08:00-12:0	16	10	正常
SCH2026050914000004	K0005	2026-05-09	下午(14:00-18:0	25	6	正常
SCH2026051008000004	K0005	2026-05-10	上午(08:00-12:0	12	5	正常
SCH2026051014000004	K0005	2026-05-10	下午(14:00-18:0	19	10	正常
SCH2026051108000004	K0005	2026-05-11	上午(08:00-12:0	11	6	正常
SCH2026051114000004	K0005	2026-05-11	下午(14:00-18:0	17	8	正常
SCH2026050508000004	K0006	2026-05-05	上午(08:00-12:0	18	5	正常
SCH2026050514000004	K0006	2026-05-05	下午(14:00-18:0	18	8	正常
SCH2026050608000004	K0006	2026-05-06	上午(08:00-12:0	16	10	正常
SCH2026050614000004	K0006	2026-05-06	下午(14:00-18:0	23	6	正常
SCH2026050708000004	K0006	2026-05-07	上午(08:00-12:0	18	8	正常
SCH2026050714000004	K0006	2026-05-07	下午(14:00-18:0	18	10	正常
SCH2026050808000004	K0006	2026-05-08	上午(08:00-12:0	13	7	正常
SCH2026050814000004	K0006	2026-05-08	下午(14:00-18:0	14	8	正常
SCH2026050908000004	K0006	2026-05-09	上午(08:00-12:0	17	7	正常
SCH2026050914000004	K0006	2026-05-09	下午(14:00-18:0	13	9	正常
SCH2026051008000004	K0006	2026-05-10	上午(08:00-12:0	18	10	正常
SCH2026051014000004	K0006	2026-05-10	下午(14:00-18:0	21	8	正常
SCH2026051108000004	K0006	2026-05-11	上午(08:00-12:0	22	6	正常
SCH2026051114000004	K0006	2026-05-11	下午(14:00-18:0	19	8	正常
SCH2026050508000004	L0001	2026-05-05	上午(08:00-12:0	10	10	正常
SCH2026050514000004	L0001	2026-05-05	下午(14:00-18:0	10	5	正常
SCH2026050608000004	L0001	2026-05-06	上午(08:00-12:0	16	8	正常
SCH2026050614000004	L0001	2026-05-06	下午(14:00-18:0	25	8	正常
SCH2026050708000004	L0001	2026-05-07	上午(08:00-12:0	12	9	正常
SCH2026050714000004	L0001	2026-05-07	下午(14:00-18:0	14	9	正常
SCH2026050808000004	L0001	2026-05-08	上午(08:00-12:0	21	5	正常
SCH2026050814000004	L0001	2026-05-08	下午(14:00-18:0	22	9	正常
SCH2026050908000004	L0001	2026-05-09	上午(08:00-12:0	11	8	正常
SCH2026050914000004	L0001	2026-05-09	下午(14:00-18:0	19	6	正常
SCH2026051008000004	L0001	2026-05-10	上午(08:00-12:0	24	5	停诊
SCH2026051014000004	L0001	2026-05-10	下午(14:00-18:0	23	10	正常
SCH2026051108000004	L0001	2026-05-11	上午(08:00-12:0	21	8	正常
SCH2026051114000004	L0001	2026-05-11	下午(14:00-18:0	16	10	正常
SCH2026050508000004	L0002	2026-05-05	上午(08:00-12:0	16	6	正常
SCH2026050514000004	L0002	2026-05-05	下午(14:00-18:0	21	9	正常
SCH2026050608000004	L0002	2026-05-06	上午(08:00-12:0	25	7	停诊
SCH2026050614000004	L0002	2026-05-06	下午(14:00-18:0	14	8	正常
SCH2026050708000004	L0002	2026-05-07	上午(08:00-12:0	23	9	正常
SCH2026050714000004	L0002	2026-05-07	下午(14:00-18:0	25	10	正常
SCH2026050808000004	L0002	2026-05-08	上午(08:00-12:0	19	9	正常
SCH2026050814000004	L0002	2026-05-08	下午(14:00-18:0	18	8	正常
SCH2026050908000004	L0002	2026-05-09	上午(08:00-12:0	13	5	正常
SCH2026050914000004	L0002	2026-05-09	下午(14:00-18:0	21	10	正常
SCH2026051008000004	L0002	2026-05-10	上午(08:00-12:0	22	9	正常
SCH2026051014000004	L0002	2026-05-10	下午(14:00-18:0	17	6	正常
SCH2026051108000004	L0002	2026-05-11	上午(08:00-12:0	11	5	正常
SCH2026051114000004	L0002	2026-05-11	下午(14:00-18:0	12	5	正常
SCH2026050508000004	L0003	2026-05-05	上午(08:00-12:0	13	8	正常
SCH2026050514000004	L0003	2026-05-05	下午(14:00-18:0	22	10	正常
SCH2026050608000004	L0003	2026-05-06	上午(08:00-12:0	23	7	停诊
SCH2026050614000004	L0003	2026-05-06	下午(14:00-18:0	18	8	正常
SCH2026050708000004	L0003	2026-05-07	上午(08:00-12:0	17	7	正常
SCH2026050714000004	L0003	2026-05-07	下午(14:00-18:0	23	6	正常
SCH2026050808000004	L0003	2026-05-08	上午(08:00-12:0	18	9	正常
SCH2026050814000004	L0003	2026-05-08	下午(14:00-18:0	10	6	正常
SCH2026050908000004	L0003	2026-05-09	上午(08:00-12:0	16	8	正常
SCH2026050914000004	L0003	2026-05-09	下午(14:00-18:0	21	10	正常
